F1,Accuracy,Precision,Recall,Features
0.91937456,0.920474517,0.950898713,0.921366131,mdns;quic;ssl;bootp;classicstun;ntp
0.842866634,0.865114236,0.875529021,0.852804956,mdns;quic;ssl;ssdp;classicstun;ntp
0.726107243,0.718365554,0.843065462,0.717933174,mdns;quic;bootp;ssdp;classicstun;ntp
0.918439986,0.914323374,0.953950524,0.921180706,mdns;ssl;bootp;ssdp;classicstun;ntp
0.925413412,0.921792619,0.953235914,0.924388086,quic;ssl;bootp;ssdp;classicstun;ntp
0.964392979,0.96572935,0.966177413,0.96327991,sess;tcp;http;mqtt;dns;mdns;quic
0.974095582,0.974516696,0.97865111,0.972088313,sess;tcp;http;mqtt;dns;mdns;ssl
0.961224084,0.963532513,0.962525533,0.960263309,sess;tcp;http;mqtt;dns;mdns;bootp
0.9634122,0.967926186,0.965811957,0.96175897,sess;tcp;http;mqtt;dns;mdns;ssdp
0.970265511,0.972759227,0.976346262,0.967694864,sess;tcp;http;mqtt;dns;mdns;classicstun
0.965320768,0.966608084,0.966492438,0.964259107,sess;tcp;http;mqtt;dns;mdns;ntp
0.970540854,0.972319859,0.97604795,0.969073113,sess;tcp;http;mqtt;dns;quic;ssl
0.966006294,0.966168717,0.966074895,0.966209103,sess;tcp;http;mqtt;dns;quic;bootp
0.973964399,0.974516696,0.974584577,0.97344973,sess;tcp;http;mqtt;dns;quic;ssdp
0.967714125,0.969244288,0.974255941,0.965730223,sess;tcp;http;mqtt;dns;quic;classicstun
0.972011888,0.973637961,0.974040999,0.970773106,sess;tcp;http;mqtt;dns;quic;ntp
0.9729685,0.974956063,0.976556798,0.971315799,sess;tcp;http;mqtt;dns;ssl;bootp
0.970598212,0.974516696,0.975960446,0.969031493,sess;tcp;http;mqtt;dns;ssl;ssdp
0.972177922,0.972759227,0.978012517,0.969734318,sess;tcp;http;mqtt;dns;ssl;classicstun
0.968998525,0.968365554,0.971687074,0.967871823,sess;tcp;http;mqtt;dns;ssl;ntp
0.965829962,0.966608084,0.969419417,0.96429397,sess;tcp;http;mqtt;dns;bootp;ssdp
0.961892979,0.963532513,0.967726999,0.959959426,sess;tcp;http;mqtt;dns;bootp;classicstun
0.960423611,0.961335677,0.960788232,0.960383664,sess;tcp;http;mqtt;dns;bootp;ntp
0.969516794,0.971441125,0.973209043,0.968065575,sess;tcp;http;mqtt;dns;ssdp;classicstun
0.975238697,0.977592267,0.975911805,0.974696464,sess;tcp;http;mqtt;dns;ssdp;ntp
0.971965301,0.975395431,0.976856882,0.96993201,sess;tcp;http;mqtt;dns;classicstun;ntp
0.953214103,0.955184534,0.961594388,0.953364579,sess;tcp;http;mqtt;mdns;quic;ssl
0.918237506,0.923989455,0.918210736,0.918630997,sess;tcp;http;mqtt;mdns;quic;bootp
0.955642025,0.957820738,0.957857842,0.954428226,sess;tcp;http;mqtt;mdns;quic;ssdp
0.943936469,0.949472759,0.948120842,0.942678472,sess;tcp;http;mqtt;mdns;quic;classicstun
0.925124784,0.92486819,0.925734957,0.925806125,sess;tcp;http;mqtt;mdns;quic;ntp
0.965022606,0.969244288,0.971384414,0.962498389,sess;tcp;http;mqtt;mdns;ssl;bootp
0.960058095,0.963532513,0.964786334,0.959208733,sess;tcp;http;mqtt;mdns;ssl;ssdp
0.96873294,0.971001757,0.974977413,0.965713489,sess;tcp;http;mqtt;mdns;ssl;classicstun
0.955461624,0.962214411,0.968212543,0.953382291,sess;tcp;http;mqtt;mdns;ssl;ntp
0.948823339,0.951669596,0.951746936,0.947602373,sess;tcp;http;mqtt;mdns;bootp;ssdp
0.939986792,0.945957821,0.944083804,0.938284109,sess;tcp;http;mqtt;mdns;bootp;classicstun
0.927170032,0.931019332,0.928529041,0.926881456,sess;tcp;http;mqtt;mdns;bootp;ntp
0.970251541,0.972319859,0.975402734,0.967811745,sess;tcp;http;mqtt;mdns;ssdp;classicstun
0.945231313,0.94771529,0.945859585,0.944946861,sess;tcp;http;mqtt;mdns;ssdp;ntp
0.938471227,0.943321617,0.943204045,0.938022344,sess;tcp;http;mqtt;mdns;classicstun;ntp
0.95488757,0.959578207,0.961341435,0.95351223,sess;tcp;http;mqtt;quic;ssl;bootp
0.962360484,0.967926186,0.970387388,0.96108521,sess;tcp;http;mqtt;quic;ssl;ssdp
0.971284823,0.972319859,0.97455577,0.970070694,sess;tcp;http;mqtt;quic;ssl;classicstun
0.956490618,0.961335677,0.965189231,0.95535716,sess;tcp;http;mqtt;quic;ssl;ntp
0.954666946,0.953866432,0.95458701,0.954789761,sess;tcp;http;mqtt;quic;bootp;ssdp
0.941375233,0.946836555,0.949274707,0.937611969,sess;tcp;http;mqtt;quic;bootp;classicstun
0.92929036,0.934534271,0.929669654,0.92929018,sess;tcp;http;mqtt;quic;bootp;ntp
0.967210475,0.967926186,0.972104439,0.965362986,sess;tcp;http;mqtt;quic;ssdp;classicstun
0.95578812,0.957381371,0.957016735,0.955148886,sess;tcp;http;mqtt;quic;ssdp;ntp
0.942261255,0.945079086,0.945130005,0.941749855,sess;tcp;http;mqtt;quic;classicstun;ntp
0.956385422,0.960896309,0.963274215,0.955041596,sess;tcp;http;mqtt;ssl;bootp;ssdp
0.968135828,0.970123023,0.97505296,0.965514161,sess;tcp;http;mqtt;ssl;bootp;classicstun
0.960211723,0.960896309,0.967635796,0.958640976,sess;tcp;http;mqtt;ssl;bootp;ntp
0.974465521,0.975395431,0.978665399,0.972386184,sess;tcp;http;mqtt;ssl;ssdp;classicstun
0.965953949,0.968365554,0.969124683,0.96427951,sess;tcp;http;mqtt;ssl;ssdp;ntp
0.970494017,0.973637961,0.977412006,0.967582809,sess;tcp;http;mqtt;ssl;classicstun;ntp
0.968735712,0.97056239,0.972520182,0.966771125,sess;tcp;http;mqtt;bootp;ssdp;classicstun
0.954509566,0.957820738,0.957598075,0.953418939,sess;tcp;http;mqtt;bootp;ssdp;ntp
0.938382156,0.942442882,0.941244152,0.936808014,sess;tcp;http;mqtt;bootp;classicstun;ntp
0.971032231,0.973198594,0.974149289,0.969204294,sess;tcp;http;mqtt;ssdp;classicstun;ntp
0.973338512,0.974077329,0.977800782,0.971711597,sess;tcp;http;dns;mdns;quic;ssl
0.967745752,0.971441125,0.970987362,0.966285707,sess;tcp;http;dns;mdns;quic;bootp
0.973241915,0.976274165,0.976172781,0.971908323,sess;tcp;http;dns;mdns;quic;ssdp
0.971953586,0.974516696,0.977000649,0.970064847,sess;tcp;http;dns;mdns;quic;classicstun
0.963240072,0.965289982,0.965063766,0.962220052,sess;tcp;http;dns;mdns;quic;ntp
0.969232159,0.971441125,0.975300074,0.96739434,sess;tcp;http;dns;mdns;ssl;bootp
0.969423655,0.971001757,0.974384879,0.966983893,sess;tcp;http;dns;mdns;ssl;ssdp
0.971576758,0.971441125,0.977206482,0.969437913,sess;tcp;http;dns;mdns;ssl;classicstun
0.96849033,0.973637961,0.972926868,0.965946701,sess;tcp;http;dns;mdns;ssl;ntp
0.968435558,0.967926186,0.970350267,0.96749733,sess;tcp;http;dns;mdns;bootp;ssdp
0.965993662,0.967926186,0.970181036,0.964673904,sess;tcp;http;dns;mdns;bootp;classicstun
0.961622928,0.963093146,0.962035108,0.961258218,sess;tcp;http;dns;mdns;bootp;ntp
0.969664935,0.971880492,0.973550947,0.9681336,sess;tcp;http;dns;mdns;ssdp;classicstun
0.971834417,0.973637961,0.972036285,0.971706672,sess;tcp;http;dns;mdns;ssdp;ntp
0.971521418,0.971001757,0.973083159,0.970570069,sess;tcp;http;dns;mdns;classicstun;ntp
0.968409607,0.971441125,0.971581922,0.966934306,sess;tcp;http;dns;quic;ssl;bootp
0.970803519,0.971880492,0.974470303,0.969430164,sess;tcp;http;dns;quic;ssl;ssdp
0.969871518,0.972319859,0.973418689,0.968482596,sess;tcp;http;dns;quic;ssl;classicstun
0.972351327,0.973637961,0.977219122,0.970462015,sess;tcp;http;dns;quic;ssl;ntp
0.96986068,0.971001757,0.970467665,0.969561205,sess;tcp;http;dns;quic;bootp;ssdp
0.969841685,0.972319859,0.973228223,0.969628117,sess;tcp;http;dns;quic;bootp;classicstun
0.968081494,0.967486819,0.96894272,0.967667477,sess;tcp;http;dns;quic;bootp;ntp
0.974572552,0.975395431,0.980361642,0.971657103,sess;tcp;http;dns;quic;ssdp;classicstun
0.964953147,0.966168717,0.967585143,0.964381896,sess;tcp;http;dns;quic;ssdp;ntp
0.972826697,0.973637961,0.974813349,0.97158044,sess;tcp;http;dns;quic;classicstun;ntp
0.962124019,0.966608084,0.968799782,0.960498723,sess;tcp;http;dns;ssl;bootp;ssdp
0.972526436,0.972759227,0.976773028,0.971358353,sess;tcp;http;dns;ssl;bootp;classicstun
0.970338669,0.973637961,0.975238514,0.968277655,sess;tcp;http;dns;ssl;bootp;ntp
0.971917832,0.973198594,0.977651613,0.970006452,sess;tcp;http;dns;ssl;ssdp;classicstun
0.962022329,0.96397188,0.967711019,0.961223271,sess;tcp;http;dns;ssl;ssdp;ntp
0.970364037,0.973198594,0.976496761,0.967897401,sess;tcp;http;dns;ssl;classicstun;ntp
0.962818218,0.965289982,0.967509933,0.961674519,sess;tcp;http;dns;bootp;ssdp;classicstun
0.971693287,0.970123023,0.973368206,0.970757684,sess;tcp;http;dns;bootp;ssdp;ntp
0.967415505,0.970123023,0.971550542,0.965743135,sess;tcp;http;dns;bootp;classicstun;ntp
0.972227258,0.974077329,0.978294307,0.969816738,sess;tcp;http;dns;ssdp;classicstun;ntp
0.960504547,0.961335677,0.96452832,0.959267906,sess;tcp;http;mdns;quic;ssl;bootp
0.957405094,0.960896309,0.96281931,0.956649321,sess;tcp;http;mdns;quic;ssl;ssdp
0.967339546,0.971001757,0.975645962,0.965162773,sess;tcp;http;mdns;quic;ssl;classicstun
0.957173258,0.959578207,0.963302155,0.955762551,sess;tcp;http;mdns;quic;ssl;ntp
0.953503539,0.953866432,0.955883951,0.952836139,sess;tcp;http;mdns;quic;bootp;ssdp
0.938273939,0.942003515,0.942547561,0.937488335,sess;tcp;http;mdns;quic;bootp;classicstun
0.924320389,0.927943761,0.924611477,0.924558137,sess;tcp;http;mdns;quic;bootp;ntp
0.971336977,0.971441125,0.976503671,0.969584001,sess;tcp;http;mdns;quic;ssdp;classicstun
0.952471733,0.956502636,0.955159257,0.951311718,sess;tcp;http;mdns;quic;ssdp;ntp
0.939434318,0.944200351,0.942789242,0.938116273,sess;tcp;http;mdns;quic;classicstun;ntp
0.957588759,0.96397188,0.965042313,0.956046793,sess;tcp;http;mdns;ssl;bootp;ssdp
0.967414039,0.967926186,0.975388627,0.965935319,sess;tcp;http;mdns;ssl;bootp;classicstun
0.95380851,0.957381371,0.963683964,0.951725008,sess;tcp;http;mdns;ssl;bootp;ntp
0.96774437,0.968804921,0.973681322,0.965654254,sess;tcp;http;mdns;ssl;ssdp;classicstun
0.955054991,0.961335677,0.963164947,0.953410249,sess;tcp;http;mdns;ssl;ssdp;ntp
0.960050683,0.962214411,0.968953347,0.958720292,sess;tcp;http;mdns;ssl;classicstun;ntp
0.965360895,0.971441125,0.970733357,0.96352414,sess;tcp;http;mdns;bootp;ssdp;classicstun
0.952676247,0.955184534,0.953834319,0.952357657,sess;tcp;http;mdns;bootp;ssdp;ntp
0.941553889,0.946397188,0.947166436,0.939673668,sess;tcp;http;mdns;bootp;classicstun;ntp
0.959770617,0.959578207,0.965797284,0.959050766,sess;tcp;http;mdns;ssdp;classicstun;ntp
0.962045884,0.967047452,0.96734177,0.960626033,sess;tcp;http;quic;ssl;bootp;ssdp
0.965275247,0.968804921,0.973192401,0.962515809,sess;tcp;http;quic;ssl;bootp;classicstun
0.957938612,0.964850615,0.963453708,0.956308896,sess;tcp;http;quic;ssl;bootp;ntp
0.970441389,0.972319859,0.977698359,0.968792631,sess;tcp;http;quic;ssl;ssdp;classicstun
0.955626181,0.956502636,0.961386915,0.955007112,sess;tcp;http;quic;ssl;ssdp;ntp
0.966770684,0.966168717,0.97188992,0.965988189,sess;tcp;http;quic;ssl;classicstun;ntp
0.964454192,0.966608084,0.971196787,0.962185604,sess;tcp;http;quic;bootp;ssdp;classicstun
0.951335608,0.9543058,0.951744473,0.95139775,sess;tcp;http;quic;bootp;ssdp;ntp
0.934904771,0.939806678,0.94024667,0.933608506,sess;tcp;http;quic;bootp;classicstun;ntp
0.968216375,0.971880492,0.970905097,0.967412775,sess;tcp;http;quic;ssdp;classicstun;ntp
0.971431847,0.974516696,0.975400339,0.969741864,sess;tcp;http;ssl;bootp;ssdp;classicstun
0.957750502,0.960017575,0.96285418,0.957082554,sess;tcp;http;ssl;bootp;ssdp;ntp
0.970319628,0.971880492,0.977438612,0.968011036,sess;tcp;http;ssl;bootp;classicstun;ntp
0.970442085,0.972759227,0.975985677,0.968862589,sess;tcp;http;ssl;ssdp;classicstun;ntp
0.967772632,0.968804921,0.97516911,0.965137498,sess;tcp;http;bootp;ssdp;classicstun;ntp
0.973266101,0.974956063,0.977542004,0.971400917,sess;tcp;mqtt;dns;mdns;quic;ssl
0.962125369,0.964850615,0.963838474,0.961225263,sess;tcp;mqtt;dns;mdns;quic;bootp
0.966322014,0.96572935,0.968058643,0.965876886,sess;tcp;mqtt;dns;mdns;quic;ssdp
0.965875342,0.966608084,0.971167133,0.965406515,sess;tcp;mqtt;dns;mdns;quic;classicstun
0.971847045,0.973198594,0.97248178,0.971753276,sess;tcp;mqtt;dns;mdns;quic;ntp
0.969473922,0.971001757,0.974876472,0.967166597,sess;tcp;mqtt;dns;mdns;ssl;bootp
0.969998563,0.970123023,0.973576631,0.968529055,sess;tcp;mqtt;dns;mdns;ssl;ssdp
0.969859741,0.971880492,0.97602779,0.967367289,sess;tcp;mqtt;dns;mdns;ssl;classicstun
0.966585226,0.967047452,0.969617958,0.965635597,sess;tcp;mqtt;dns;mdns;ssl;ntp
0.966534994,0.967047452,0.967239857,0.966272062,sess;tcp;mqtt;dns;mdns;bootp;ssdp
0.971065317,0.973198594,0.973531015,0.969852934,sess;tcp;mqtt;dns;mdns;bootp;classicstun
0.96409383,0.967486819,0.964371249,0.964005261,sess;tcp;mqtt;dns;mdns;bootp;ntp
0.966409166,0.969244288,0.971415753,0.964302216,sess;tcp;mqtt;dns;mdns;ssdp;classicstun
0.968265733,0.97056239,0.969522453,0.96795479,sess;tcp;mqtt;dns;mdns;ssdp;ntp
0.973305506,0.973198594,0.975966448,0.971853255,sess;tcp;mqtt;dns;mdns;classicstun;ntp
0.971300266,0.973637961,0.97335686,0.970047246,sess;tcp;mqtt;dns;quic;ssl;bootp
0.969076492,0.969683656,0.971249484,0.967997388,sess;tcp;mqtt;dns;quic;ssl;ssdp
0.972605904,0.973198594,0.978148786,0.970582598,sess;tcp;mqtt;dns;quic;ssl;classicstun
0.967884067,0.969244288,0.975012036,0.965853216,sess;tcp;mqtt;dns;quic;ssl;ntp
0.964866235,0.966168717,0.966126703,0.964119086,sess;tcp;mqtt;dns;quic;bootp;ssdp
0.965999287,0.970123023,0.972229533,0.964066198,sess;tcp;mqtt;dns;quic;bootp;classicstun
0.964722472,0.966168717,0.966977033,0.963510012,sess;tcp;mqtt;dns;quic;bootp;ntp
0.971372418,0.973198594,0.976358407,0.970187107,sess;tcp;mqtt;dns;quic;ssdp;classicstun
0.974525463,0.974516696,0.976864803,0.973376025,sess;tcp;mqtt;dns;quic;ssdp;ntp
0.967495102,0.969683656,0.973235152,0.96512826,sess;tcp;mqtt;dns;quic;classicstun;ntp
0.972115857,0.974077329,0.977451181,0.969655831,sess;tcp;mqtt;dns;ssl;bootp;ssdp
0.96704875,0.971001757,0.972083005,0.965041307,sess;tcp;mqtt;dns;ssl;bootp;classicstun
0.970859189,0.972759227,0.975193288,0.96873892,sess;tcp;mqtt;dns;ssl;bootp;ntp
0.968680745,0.969683656,0.973856714,0.966806373,sess;tcp;mqtt;dns;ssl;ssdp;classicstun
0.9758945,0.9771529,0.979867936,0.973663821,sess;tcp;mqtt;dns;ssl;ssdp;ntp
0.969805942,0.97056239,0.97439402,0.968333258,sess;tcp;mqtt;dns;ssl;classicstun;ntp
0.96838932,0.968804921,0.972063312,0.966909225,sess;tcp;mqtt;dns;bootp;ssdp;classicstun
0.966142875,0.965289982,0.969383175,0.96477383,sess;tcp;mqtt;dns;bootp;ssdp;ntp
0.968263828,0.967926186,0.970373685,0.967515532,sess;tcp;mqtt;dns;bootp;classicstun;ntp
0.970963163,0.970123023,0.973614729,0.970366888,sess;tcp;mqtt;dns;ssdp;classicstun;ntp
0.959388963,0.962214411,0.961907346,0.958065286,sess;tcp;mqtt;mdns;quic;ssl;bootp
0.960834155,0.966168717,0.964451722,0.959410581,sess;tcp;mqtt;mdns;quic;ssl;ssdp
0.970002975,0.971880492,0.973629214,0.968836768,sess;tcp;mqtt;mdns;quic;ssl;classicstun
0.965969364,0.967926186,0.968848774,0.964590322,sess;tcp;mqtt;mdns;quic;ssl;ntp
0.953167397,0.954745167,0.954139479,0.95263021,sess;tcp;mqtt;mdns;quic;bootp;ssdp
0.934332606,0.936731107,0.937645914,0.935269621,sess;tcp;mqtt;mdns;quic;bootp;classicstun
0.926388617,0.927943761,0.927648444,0.925805256,sess;tcp;mqtt;mdns;quic;bootp;ntp
0.972988151,0.976713533,0.977779096,0.97052383,sess;tcp;mqtt;mdns;quic;ssdp;classicstun
0.955496765,0.956942004,0.955735087,0.955800857,sess;tcp;mqtt;mdns;quic;ssdp;ntp
0.930644848,0.932337434,0.934089581,0.930159261,sess;tcp;mqtt;mdns;quic;classicstun;ntp
0.961280173,0.963532513,0.968777236,0.95918339,sess;tcp;mqtt;mdns;ssl;bootp;ssdp
0.97136487,0.971001757,0.977042434,0.970493067,sess;tcp;mqtt;mdns;ssl;bootp;classicstun
0.965063737,0.967047452,0.971078566,0.963015903,sess;tcp;mqtt;mdns;ssl;bootp;ntp
0.963655112,0.964850615,0.971099556,0.961995434,sess;tcp;mqtt;mdns;ssl;ssdp;classicstun
0.960247628,0.964850615,0.967003937,0.958595173,sess;tcp;mqtt;mdns;ssl;ssdp;ntp
0.965805903,0.967926186,0.972811058,0.963650427,sess;tcp;mqtt;mdns;ssl;classicstun;ntp
0.973728261,0.974956063,0.977046227,0.972537979,sess;tcp;mqtt;mdns;bootp;ssdp;classicstun
0.956734542,0.957820738,0.957181744,0.956348045,sess;tcp;mqtt;mdns;bootp;ssdp;ntp
0.93509802,0.938488576,0.940269447,0.932730978,sess;tcp;mqtt;mdns;bootp;classicstun;ntp
0.966250689,0.967926186,0.97017415,0.964886148,sess;tcp;mqtt;mdns;ssdp;classicstun;ntp
0.959064864,0.960456942,0.962227924,0.957861235,sess;tcp;mqtt;quic;ssl;bootp;ssdp
0.966567418,0.966168717,0.974509567,0.964788304,sess;tcp;mqtt;quic;ssl;bootp;classicstun
0.957713057,0.960456942,0.965191211,0.956062383,sess;tcp;mqtt;quic;ssl;bootp;ntp
0.971031608,0.972319859,0.975659081,0.969195365,sess;tcp;mqtt;quic;ssl;ssdp;classicstun
0.954396082,0.961775044,0.964160394,0.953223894,sess;tcp;mqtt;quic;ssl;ssdp;ntp
0.969451033,0.97056239,0.97378874,0.967677785,sess;tcp;mqtt;quic;ssl;classicstun;ntp
0.965222476,0.967047452,0.971988933,0.963859078,sess;tcp;mqtt;quic;bootp;ssdp;classicstun
0.952881107,0.955623902,0.952966464,0.952945026,sess;tcp;mqtt;quic;bootp;ssdp;ntp
0.940460157,0.94288225,0.943263624,0.939467459,sess;tcp;mqtt;quic;bootp;classicstun;ntp
0.967666726,0.969683656,0.971995895,0.966089444,sess;tcp;mqtt;quic;ssdp;classicstun;ntp
0.970893143,0.973637961,0.97579564,0.968825768,sess;tcp;mqtt;ssl;bootp;ssdp;classicstun
0.955299361,0.960017575,0.961071655,0.954175068,sess;tcp;mqtt;ssl;bootp;ssdp;ntp
0.967057668,0.97056239,0.974137763,0.96413936,sess;tcp;mqtt;ssl;bootp;classicstun;ntp
0.96816041,0.971001757,0.971863133,0.966175457,sess;tcp;mqtt;ssl;ssdp;classicstun;ntp
0.965934114,0.967926186,0.972689784,0.965228092,sess;tcp;mqtt;bootp;ssdp;classicstun;ntp
0.971461829,0.972319859,0.973901798,0.970073499,sess;tcp;dns;mdns;quic;ssl;bootp
0.970063393,0.972319859,0.97231761,0.968752935,sess;tcp;dns;mdns;quic;ssl;ssdp
0.973910485,0.974516696,0.977669147,0.972624506,sess;tcp;dns;mdns;quic;ssl;classicstun
0.973468267,0.973198594,0.977698724,0.971917511,sess;tcp;dns;mdns;quic;ssl;ntp
0.969020553,0.972319859,0.970758023,0.967770784,sess;tcp;dns;mdns;quic;bootp;ssdp
0.970764586,0.971880492,0.976081841,0.969319818,sess;tcp;dns;mdns;quic;bootp;classicstun
0.959393303,0.962653779,0.963084427,0.95802105,sess;tcp;dns;mdns;quic;bootp;ntp
0.974309752,0.975395431,0.977872993,0.972878669,sess;tcp;dns;mdns;quic;ssdp;classicstun
0.967726818,0.970123023,0.971956681,0.966462456,sess;tcp;dns;mdns;quic;ssdp;ntp
0.961301133,0.96572935,0.965119591,0.959037045,sess;tcp;dns;mdns;quic;classicstun;ntp
0.970625167,0.974077329,0.974392646,0.968559687,sess;tcp;dns;mdns;ssl;bootp;ssdp
0.9689494,0.97056239,0.973546459,0.966849951,sess;tcp;dns;mdns;ssl;bootp;classicstun
0.965400653,0.966168717,0.970974788,0.963948051,sess;tcp;dns;mdns;ssl;bootp;ntp
0.967528764,0.969683656,0.974824063,0.965396205,sess;tcp;dns;mdns;ssl;ssdp;classicstun
0.968696817,0.971880492,0.973991025,0.967209678,sess;tcp;dns;mdns;ssl;ssdp;ntp
0.967555969,0.967926186,0.97088536,0.96640037,sess;tcp;dns;mdns;ssl;classicstun;ntp
0.975855755,0.978031634,0.978250012,0.974454237,sess;tcp;dns;mdns;bootp;ssdp;classicstun
0.976717672,0.976274165,0.977481447,0.976362563,sess;tcp;dns;mdns;bootp;ssdp;ntp
0.964784333,0.967486819,0.972418859,0.96318459,sess;tcp;dns;mdns;bootp;classicstun;ntp
0.971757938,0.975395431,0.975100744,0.969817137,sess;tcp;dns;mdns;ssdp;classicstun;ntp
0.971003592,0.974956063,0.976938135,0.968355917,sess;tcp;dns;quic;ssl;bootp;ssdp
0.967859006,0.968365554,0.973996505,0.965571019,sess;tcp;dns;quic;ssl;bootp;classicstun
0.967555711,0.971001757,0.972376817,0.965727917,sess;tcp;dns;quic;ssl;bootp;ntp
0.970493156,0.971880492,0.972363197,0.96977223,sess;tcp;dns;quic;ssl;ssdp;classicstun
0.968734793,0.971441125,0.972343442,0.967069848,sess;tcp;dns;quic;ssl;ssdp;ntp
0.969738031,0.973198594,0.977033797,0.967587896,sess;tcp;dns;quic;ssl;classicstun;ntp
0.971697886,0.972759227,0.977801727,0.97035157,sess;tcp;dns;quic;bootp;ssdp;classicstun
0.972165031,0.971441125,0.972937553,0.971838007,sess;tcp;dns;quic;bootp;ssdp;ntp
0.967109963,0.968804921,0.971681081,0.96555846,sess;tcp;dns;quic;bootp;classicstun;ntp
0.970610482,0.973198594,0.975799526,0.968817308,sess;tcp;dns;quic;ssdp;classicstun;ntp
0.974757342,0.976713533,0.979251862,0.972753049,sess;tcp;dns;ssl;bootp;ssdp;classicstun
0.969759726,0.971001757,0.974777202,0.968034032,sess;tcp;dns;ssl;bootp;ssdp;ntp
0.974190993,0.975395431,0.978070722,0.972787522,sess;tcp;dns;ssl;bootp;classicstun;ntp
0.969724561,0.971880492,0.974188396,0.967960049,sess;tcp;dns;ssl;ssdp;classicstun;ntp
0.973208531,0.974516696,0.975372306,0.971963926,sess;tcp;dns;bootp;ssdp;classicstun;ntp
0.954108227,0.956942004,0.960212149,0.953132442,sess;tcp;mdns;quic;ssl;bootp;ssdp
0.97094111,0.971001757,0.975906984,0.969410556,sess;tcp;mdns;quic;ssl;bootp;classicstun
0.958891822,0.965289982,0.965398249,0.957401653,sess;tcp;mdns;quic;ssl;bootp;ntp
0.973640673,0.976274165,0.978767859,0.971723027,sess;tcp;mdns;quic;ssl;ssdp;classicstun
0.957908441,0.961335677,0.967170723,0.957930005,sess;tcp;mdns;quic;ssl;ssdp;ntp
0.96684818,0.970123023,0.974335517,0.965061998,sess;tcp;mdns;quic;ssl;classicstun;ntp
0.970830358,0.972759227,0.975048533,0.969027393,sess;tcp;mdns;quic;bootp;ssdp;classicstun
0.952920135,0.955184534,0.953283765,0.953017016,sess;tcp;mdns;quic;bootp;ssdp;ntp
0.932799413,0.935852373,0.938977164,0.931662341,sess;tcp;mdns;quic;bootp;classicstun;ntp
0.969342144,0.972759227,0.976061154,0.966970678,sess;tcp;mdns;quic;ssdp;classicstun;ntp
0.968696776,0.972319859,0.976289412,0.966376132,sess;tcp;mdns;ssl;bootp;ssdp;classicstun
0.957109207,0.959578207,0.968204993,0.956698746,sess;tcp;mdns;ssl;bootp;ssdp;ntp
0.970613884,0.971001757,0.979613791,0.967514889,sess;tcp;mdns;ssl;bootp;classicstun;ntp
0.968282998,0.971001757,0.97318751,0.966273639,sess;tcp;mdns;ssl;ssdp;classicstun;ntp
0.971783158,0.972319859,0.974759963,0.97034027,sess;tcp;mdns;bootp;ssdp;classicstun;ntp
0.971810228,0.974516696,0.979715036,0.969467412,sess;tcp;quic;ssl;bootp;ssdp;classicstun
0.969897433,0.971441125,0.974132569,0.967898847,sess;tcp;quic;ssl;bootp;ssdp;ntp
0.97086334,0.973198594,0.976255428,0.968779468,sess;tcp;quic;ssl;bootp;classicstun;ntp
0.975350719,0.976713533,0.979085638,0.974098795,sess;tcp;quic;ssl;ssdp;classicstun;ntp
0.972196381,0.974077329,0.976176963,0.970366969,sess;tcp;quic;bootp;ssdp;classicstun;ntp
0.971378991,0.972319859,0.976355981,0.969528569,sess;tcp;ssl;bootp;ssdp;classicstun;ntp
0.96694817,0.969244288,0.971771409,0.965691455,sess;http;mqtt;dns;mdns;quic;ssl
0.965826381,0.966608084,0.96679566,0.965596655,sess;http;mqtt;dns;mdns;quic;bootp
0.97208439,0.973637961,0.973205091,0.971143863,sess;http;mqtt;dns;mdns;quic;ssdp
0.971840882,0.973637961,0.976236882,0.969987194,sess;http;mqtt;dns;mdns;quic;classicstun
0.967065756,0.967926186,0.969041588,0.965839425,sess;http;mqtt;dns;mdns;quic;ntp
0.968051093,0.968804921,0.973989947,0.966320428,sess;http;mqtt;dns;mdns;ssl;bootp
0.964141041,0.96572935,0.965252615,0.963491128,sess;http;mqtt;dns;mdns;ssl;ssdp
0.966337133,0.967047452,0.971751417,0.964732862,sess;http;mqtt;dns;mdns;ssl;classicstun
0.970505922,0.972759227,0.973991029,0.969073397,sess;http;mqtt;dns;mdns;ssl;ntp
0.971688873,0.972319859,0.97189852,0.971561322,sess;http;mqtt;dns;mdns;bootp;ssdp
0.970700285,0.969683656,0.972884529,0.96942804,sess;http;mqtt;dns;mdns;bootp;classicstun
0.959290543,0.961335677,0.960660677,0.9588295,sess;http;mqtt;dns;mdns;bootp;ntp
0.96734735,0.967486819,0.969557108,0.965788451,sess;http;mqtt;dns;mdns;ssdp;classicstun
0.966502688,0.96572935,0.966565629,0.966682758,sess;http;mqtt;dns;mdns;ssdp;ntp
0.963592246,0.966608084,0.968429188,0.962086749,sess;http;mqtt;dns;mdns;classicstun;ntp
0.976190781,0.976713533,0.978500322,0.974625924,sess;http;mqtt;dns;quic;ssl;bootp
0.966878497,0.968365554,0.969982533,0.965188672,sess;http;mqtt;dns;quic;ssl;ssdp
0.972288719,0.973198594,0.977615894,0.969819432,sess;http;mqtt;dns;quic;ssl;classicstun
0.975412455,0.975834798,0.978790783,0.973875712,sess;http;mqtt;dns;quic;ssl;ntp
0.968601277,0.968804921,0.970147165,0.967799816,sess;http;mqtt;dns;quic;bootp;ssdp
